numeroCuenta,nombre,creditos,calificacion,contrasena,numeroInscripcion,semestre
864249313,Miguel Rodríguez Hernández,23.76,7.21,pass864249313,95.0000,8
429329175,María Fernández Jiménez,69.17,6.06,pass429329175,96.0000,5
526607039,Pedro Pérez Ruiz,364.05,8.82,pass526607039,97.0000,9
807317985,Sofia Ruiz Ruiz,71.06,8.90,pass807317985,98.0000,6
878629955,Luis Díaz Martínez,328.55,7.93,pass878629955,99.0000,10
696098776,Ana Muñoz Rodríguez,138.57,6.07,pass696098776,100.0000,9
486363054,Carmen Rodríguez García,64.70,8.43,pass486363054,101.0000,3
352772337,Antonio Martínez Fernández,215.63,8.35,pass352772337,102.0000,10
456844158,Laura Muñoz Moreno,377.01,7.82,pass456844158,103.0000,6
253511824,Sofia Álvarez Martínez,291.17,8.05,pass253511824,104.0000,8
770798846,Daniel Gómez Hernández,162.67,6.05,pass770798846,105.0000,8
077347043,José López Hernández,137.30,7.34,pass077347043,106.0000,1
363141668,Carmen Martínez Martin,104.05,9.34,pass363141668,107.0000,4
301434245,David García Gómez,32.74,8.58,pass301434245,108.0000,3
659377198,Miguel Álvarez Sánchez,358.18,6.91,pass659377198,109.0000,6
802509770,Daniel Martínez López,322.15,8.31,pass802509770,110.0000,2
766757046,Antonio Sánchez Jiménez,254.01,7.38,pass766757046,111.0000,9
225636880,Laura Martin Martínez,191.94,9.67,pass225636880,112.0000,1
881320056,David Díaz Hernández,373.64,7.87,pass881320056,113.0000,2
450022752,Patricia Ruiz Gómez,256.38,7.50,pass450022752,114.0000,2
421872929,María Ruiz López,274.50,7.94,pass421872929,115.0000,5
428888362,Pedro Pérez Sánchez,233.32,9.69,pass428888362,116.0000,10
218174475,Francisco Ruiz López,129.31,9.76,pass218174475,117.0000,6
078883636,Luis García Moreno,283.68,9.72,pass078883636,118.0000,5
335345229,Carlos Fernández Gómez,139.78,8.19,pass335345229,119.0000,10
103816361,Juan Martínez Díaz,233.04,7.93,pass103816361,120.0000,2
140549101,Carmen Gómez Rodríguez,108.70,9.17,pass140549101,121.0000,10
214968640,Antonio García Gómez,329.86,8.45,pass214968640,122.0000,3
805886820,Ana Martin González,252.90,6.55,pass805886820,123.0000,7
569664639,Laura Gómez Álvarez,94.69,9.55,pass569664639,124.0000,7
636311554,Antonio Álvarez Hernández,364.09,8.47,pass636311554,125.0000,7
376955722,Carmen Moreno González,143.86,7.76,pass376955722,126.0000,4
400901928,María Martin Pérez,393.90,8.42,pass400901928,127.0000,9
224159082,Elena García Hernández,135.68,7.52,pass224159082,128.0000,9
844971767,Luis Martin López,99.56,9.97,pass844971767,129.0000,8
861352435,Monica Hernández Álvarez,294.26,9.27,pass861352435,130.0000,4
928178545,José Martínez Sánchez,72.42,7.38,pass928178545,131.0000,7
248719942,Lucia Álvarez González,96.18,6.19,pass248719942,132.0000,3
599438765,Elena Martin Ruiz,299.37,6.25,pass599438765,133.0000,2
299031602,Lucia Jiménez Álvarez,208.03,6.14,pass299031602,134.0000,6
377132164,Antonio García Sánchez,127.65,9.45,pass377132164,135.0000,5
561226700,Juan Martínez Álvarez,211.94,6.08,pass561226700,136.0000,5
623640707,María Hernández Muñoz,322.80,8.96,pass623640707,137.0000,10
250234809,Luis Gómez Díaz,64.66,9.47,pass250234809,138.0000,2
767530871,Carlos Ruiz García,135.91,8.73,pass767530871,139.0000,6
471096873,Antonio Gómez Pérez,130.23,6.11,pass471096873,140.0000,2
439238891,Daniel Rodríguez Álvarez,223.22,7.18,pass439238891,141.0000,4
828602694,Carlos Muñoz Ruiz,122.70,7.94,pass828602694,142.0000,1
860653921,Elena González Martin,176.75,9.43,pass860653921,143.0000,10
719623561,Luis Jiménez Martínez,293.59,6.96,pass719623561,144.0000,1
485883147,Francisco Martin Pérez,48.71,7.13,pass485883147,145.0000,4
503503998,Luis Sánchez Hernández,38.45,9.97,pass503503998,146.0000,4
920576396,Laura Rodríguez Rodríguez,132.24,8.77,pass920576396,147.0000,8
364055808,David Ruiz Moreno,250.17,9.09,pass364055808,148.0000,5
423828563,Sofia Rodríguez Sánchez,24.59,9.23,pass423828563,149.0000,2
739363764,Luis González López,396.48,9.59,pass739363764,150.0000,3
450923092,David Díaz Pérez,50.93,8.67,pass450923092,151.0000,7
072246754,Ana Martin Moreno,211.45,6.87,pass072246754,152.0000,5
897765311,Juan García Sánchez,383.71,9.28,pass897765311,153.0000,1
675639451,José López Pérez,150.81,6.31,pass675639451,154.0000,4
355740912,Carlos Jiménez Jiménez,158.00,6.33,pass355740912,155.0000,6
359524453,Juan Pérez Martínez,88.13,6.84,pass359524453,156.0000,10
727481864,Ana Pérez Gómez,259.83,9.74,pass727481864,157.0000,6
893833903,Lucia Jiménez López,31.76,6.41,pass893833903,158.0000,8
012231448,Luis Rodríguez Pérez,116.14,9.87,pass012231448,159.0000,4
102352459,Antonio García González,173.28,6.92,pass102352459,160.0000,3
842463445,Monica García González,351.33,8.83,pass842463445,161.0000,3
338367802,Lucia Martin López,128.60,6.56,pass338367802,162.0000,2
484931456,Francisco Jiménez Gómez,338.03,6.43,pass484931456,163.0000,9
519985434,Pedro Gómez Sánchez,88.51,8.72,pass519985434,164.0000,1
823103097,Luis Martínez Álvarez,57.94,8.84,pass823103097,165.0000,9
593751075,Elena Jiménez Moreno,371.16,6.50,pass593751075,166.0000,1
174886759,Daniel Muñoz Martin,220.54,8.79,pass174886759,167.0000,5
434753403,Ana García Martin,242.86,8.43,pass434753403,168.0000,8
764904097,Elena Fernández Rodríguez,71.32,9.58,pass764904097,169.0000,5
661085287,Monica Sánchez Gómez,264.19,7.95,pass661085287,170.0000,10
430644843,David Martin Ruiz,273.34,6.40,pass430644843,171.0000,1
632443415,Luis Díaz Martin,197.31,8.24,pass632443415,172.0000,10
645278291,Carlos Álvarez Martin,342.28,9.45,pass645278291,173.0000,1
686801808,Luis Pérez Álvarez,278.01,7.56,pass686801808,174.0000,7
099143134,Pedro Sánchez García,130.21,8.34,pass099143134,175.0000,2
370302652,Lucia Muñoz Álvarez,118.35,7.88,pass370302652,176.0000,7
425921365,Daniel Jiménez Rodríguez,371.77,7.78,pass425921365,177.0000,6
951326739,Sofia Gómez Pérez,225.99,6.57,pass951326739,178.0000,7
521644860,Monica Ruiz Álvarez,119.92,8.28,pass521644860,179.0000,8
988730006,Daniel Díaz Muñoz,102.71,9.36,pass988730006,180.0000,9
130285965,Luis Martin Moreno,40.60,9.38,pass130285965,181.0000,2
331362378,José Pérez Sánchez,164.82,7.53,pass331362378,182.0000,9
074710010,Elena Jiménez Rodríguez,395.69,9.74,pass074710010,183.0000,7
502271675,Pedro Sánchez Rodríguez,122.83,6.48,pass502271675,184.0000,4
042184323,María Díaz Martin,43.99,6.37,pass042184323,185.0000,5
402866033,Francisco Gómez González,357.34,7.98,pass402866033,186.0000,1
352732610,Ana Sánchez López,256.92,7.49,pass352732610,187.0000,3
803351870,José Fernández Jiménez,277.39,8.47,pass803351870,188.0000,2
012153617,Sofia García Fernández,30.84,6.01,pass012153617,189.0000,7
467420177,Daniel Pérez Jiménez,179.14,9.30,pass467420177,190.0000,3
830276127,María Díaz Álvarez,85.21,7.60,pass830276127,191.0000,2
750279197,Laura Díaz Fernández,234.70,6.87,pass750279197,192.0000,8
971747135,María Jiménez Hernández,24.85,6.53,pass971747135,193.0000,8
698370673,Laura Hernández Álvarez,130.22,7.36,pass698370673,194.0000,7
696369956,Elena Pérez Ruiz,397.78,9.27,pass696369956,195.0000,5
625952179,José García Álvarez,127.93,9.00,pass625952179,196.0000,2
839383412,Antonio Díaz Gómez,25.04,7.18,pass839383412,197.0000,7
072535416,Carlos Sánchez López,370.67,8.70,pass072535416,198.0000,4
875294124,Carlos Rodríguez Rodríguez,75.83,8.75,pass875294124,199.0000,3
496151145,Pedro Ruiz Fernández,161.08,6.07,pass496151145,200.0000,8
877030126,Miguel Pérez Sánchez,326.44,6.57,pass877030126,201.0000,6
517143582,Miguel Ruiz Fernández,295.65,8.90,pass517143582,202.0000,7
029608322,Isabel Rodríguez López,232.82,9.11,pass029608322,203.0000,5
225809358,Miguel Rodríguez Fernández,291.58,6.56,pass225809358,204.0000,6
176716588,Francisco Moreno Sánchez,288.43,6.80,pass176716588,205.0000,8
724318280,Luis Rodríguez Muñoz,119.00,7.95,pass724318280,206.0000,8
643578683,Ana Muñoz Gómez,168.31,7.59,pass643578683,207.0000,8
845128664,Monica Gómez López,131.93,7.54,pass845128664,208.0000,6
398762956,Daniel Jiménez Díaz,327.75,7.10,pass398762956,209.0000,1
663682924,Carmen Moreno Álvarez,167.24,7.02,pass663682924,210.0000,1
354180498,Carmen Ruiz Gómez,366.68,6.43,pass354180498,211.0000,1
747885961,Miguel Ruiz Fernández,255.96,7.54,pass747885961,212.0000,10
808570068,Monica Rodríguez Jiménez,46.12,8.76,pass808570068,213.0000,5
680206289,Monica García López,275.98,9.64,pass680206289,214.0000,9
920943932,Ana Muñoz Díaz,46.87,7.74,pass920943932,215.0000,2
723980880,Sofia Moreno Rodríguez,287.88,7.35,pass723980880,216.0000,2
530336056,Pedro Gómez García,218.17,6.75,pass530336056,217.0000,8
574999595,Miguel Moreno Sánchez,189.65,9.22,pass574999595,218.0000,3
523137640,Sofia González Gómez,129.38,9.92,pass523137640,219.0000,5
493580152,Luis Hernández Moreno,52.00,9.10,pass493580152,220.0000,6
665855429,Pedro Fernández González,104.59,7.56,pass665855429,221.0000,10
078295917,Elena Díaz Rodríguez,171.83,7.54,pass078295917,222.0000,6
416279216,Carlos Ruiz Álvarez,139.77,8.77,pass416279216,223.0000,7
282319649,Patricia Hernández Ruiz,49.58,7.18,pass282319649,224.0000,1
156899544,Sofia López Fernández,337.50,9.30,pass156899544,225.0000,7
169858319,Francisco Jiménez Rodríguez,278.49,9.10,pass169858319,226.0000,2
488677228,María Martínez Ruiz,334.19,9.65,pass488677228,227.0000,4
590773681,Francisco Álvarez Moreno,45.44,9.50,pass590773681,228.0000,10
528024090,Elena Moreno Álvarez,210.24,7.45,pass528024090,229.0000,7
579291676,Ana Martin Hernández,349.33,7.28,pass579291676,230.0000,10
571622962,Francisco Fernández Muñoz,51.75,9.91,pass571622962,231.0000,6
924186144,Monica Álvarez Álvarez,91.55,7.42,pass924186144,232.0000,10
584899911,Juan García López,192.40,8.27,pass584899911,233.0000,2
380158316,Sofia Martin Sánchez,93.46,7.32,pass380158316,234.0000,9
879731336,Juan Pérez Álvarez,151.13,8.50,pass879731336,235.0000,1
353181480,Juan Sánchez Jiménez,167.47,6.54,pass353181480,236.0000,5
345544850,Patricia García Sánchez,382.32,6.35,pass345544850,237.0000,1
505255042,Laura Muñoz Rodríguez,324.99,7.23,pass505255042,238.0000,7
988150498,Sofia Sánchez Gómez,314.37,7.42,pass988150498,239.0000,5
317562078,Ana Sánchez Muñoz,138.32,6.80,pass317562078,240.0000,3
583709091,Monica Gómez Fernández,163.88,8.16,pass583709091,241.0000,1
452245423,Daniel Díaz García,281.17,7.11,pass452245423,242.0000,3
210739482,Sofia Martínez Muñoz,159.43,9.97,pass210739482,243.0000,2
634312533,José Martínez Martin,399.65,7.30,pass634312533,244.0000,8
910112507,José Jiménez Hernández,352.48,8.35,pass910112507,245.0000,3
832600458,Elena Sánchez Fernández,151.50,6.61,pass832600458,246.0000,10
337073578,Miguel Moreno Martínez,375.23,7.44,pass337073578,247.0000,9
442813801,María Álvarez Hernández,335.85,8.10,pass442813801,248.0000,5
270065275,José Pérez Álvarez,275.64,6.25,pass270065275,249.0000,3
743648907,Antonio Fernández Moreno,399.47,8.06,pass743648907,250.0000,1
872251681,Luis Díaz Rodríguez,177.50,8.78,pass872251681,251.0000,5
825729967,José Álvarez López,243.71,8.88,pass825729967,252.0000,5
329433246,Laura Gómez Hernández,78.10,9.08,pass329433246,253.0000,7
292837437,Ana Martin Moreno,210.55,9.08,pass292837437,254.0000,9
099174758,David Ruiz Pérez,282.14,9.21,pass099174758,255.0000,2
645821325,Lucia Gómez Pérez,366.04,6.17,pass645821325,256.0000,8
559704235,Antonio Díaz Gómez,368.07,8.07,pass559704235,257.0000,6
334918150,José Rodríguez Álvarez,349.77,6.78,pass334918150,258.0000,9
906549416,María Rodríguez Fernández,323.98,7.60,pass906549416,259.0000,8
984704195,Francisco Díaz González,321.58,7.06,pass984704195,260.0000,7
442570557,Sofia Muñoz Ruiz,211.90,7.75,pass442570557,261.0000,4
294518501,Carlos Díaz Martin,220.11,6.91,pass294518501,262.0000,4
123107014,Juan Hernández Sánchez,313.10,6.32,pass123107014,263.0000,1
146319391,Miguel Moreno Sánchez,67.27,7.82,pass146319391,264.0000,5
790340100,Luis Hernández García,37.68,6.55,pass790340100,265.0000,5
129328919,Miguel Pérez Sánchez,79.14,6.18,pass129328919,266.0000,2
372542551,María Pérez Martínez,178.34,8.08,pass372542551,267.0000,7
989718149,Luis Moreno Jiménez,225.90,7.02,pass989718149,268.0000,1
242989771,Elena Moreno González,364.85,8.24,pass242989771,269.0000,10
261715688,Lucia Martin Moreno,55.44,8.05,pass261715688,270.0000,5
654095754,Miguel Ruiz López,118.41,6.87,pass654095754,271.0000,2
761352301,Carmen Martin Pérez,98.85,9.95,pass761352301,272.0000,1
277745129,Miguel Martin Ruiz,216.63,7.94,pass277745129,273.0000,7
580007520,José Ruiz Muñoz,388.69,8.03,pass580007520,274.0000,10
839404738,Isabel Pérez Martin,124.53,9.58,pass839404738,275.0000,4
503234244,Miguel Muñoz Sánchez,136.59,6.80,pass503234244,276.0000,2
844311329,Francisco González García,314.80,8.83,pass844311329,277.0000,1
540185852,Elena Pérez Jiménez,137.82,9.07,pass540185852,278.0000,10
926487560,José Álvarez González,175.54,6.35,pass926487560,279.0000,8
961302309,Miguel López Martin,142.28,7.39,pass961302309,280.0000,3
179233491,Patricia García García,382.25,8.51,pass179233491,281.0000,7
348333807,José Díaz González,179.99,8.40,pass348333807,282.0000,9
876187471,Miguel Hernández Fernández,316.25,9.86,pass876187471,283.0000,6
237106050,David Díaz Pérez,133.73,9.51,pass237106050,284.0000,5
657988209,Carlos Moreno Gómez,288.03,9.15,pass657988209,285.0000,2
552548477,Miguel Jiménez López,380.26,6.30,pass552548477,286.0000,5
607758170,Antonio Pérez Álvarez,93.12,7.96,pass607758170,287.0000,10
720112535,Francisco Gómez Rodríguez,207.10,6.78,pass720112535,288.0000,2
781172019,Sofia Muñoz Gómez,301.22,7.14,pass781172019,289.0000,3
092676893,Patricia Ruiz Ruiz,386.08,8.78,pass092676893,290.0000,1
893306500,Monica Moreno Ruiz,397.32,7.03,pass893306500,291.0000,10
669014523,Isabel González Rodríguez,352.29,9.31,pass669014523,292.0000,6
701222855,Isabel Martin Rodríguez,336.03,7.86,pass701222855,293.0000,8
979601441,Ana Jiménez Sánchez,194.27,6.28,pass979601441,294.0000,5
509281428,Laura Muñoz Álvarez,174.85,6.27,pass509281428,295.0000,9
223069830,Antonio Álvarez Sánchez,64.49,7.96,pass223069830,296.0000,2
213368164,Pedro Jiménez Pérez,108.18,7.68,pass213368164,297.0000,6
638241953,María Díaz Gómez,228.76,8.40,pass638241953,298.0000,6
207451148,Luis López García,165.67,7.05,pass207451148,299.0000,7
970076841,Miguel Jiménez Ruiz,278.86,8.87,pass970076841,300.0000,7
393682152,Juan González Jiménez,64.71,9.58,pass393682152,301.0000,5
937325209,Pedro Ruiz Muñoz,256.84,9.70,pass937325209,302.0000,6
851465396,Miguel Ruiz Sánchez,209.45,6.86,pass851465396,303.0000,1
204921313,Miguel Ruiz Muñoz,286.17,7.40,pass204921313,304.0000,1
855500195,Sofia Fernández González,213.70,6.42,pass855500195,305.0000,4
011765122,Juan Martínez Pérez,38.83,8.53,pass011765122,306.0000,5
457941987,Daniel Gómez Muñoz,324.45,6.09,pass457941987,307.0000,4
381987266,Daniel Rodríguez Martínez,146.06,7.44,pass381987266,308.0000,2
430654360,Sofia Martin Álvarez,68.40,8.74,pass430654360,309.0000,4
018528339,Pedro Moreno Jiménez,371.74,7.98,pass018528339,310.0000,3
135358976,Patricia Muñoz Hernández,187.55,8.01,pass135358976,311.0000,7
156481983,Antonio Martínez Muñoz,101.73,6.83,pass156481983,312.0000,6
183702955,Elena García Sánchez,351.06,8.38,pass183702955,313.0000,2
884462117,Francisco González Martin,270.77,8.44,pass884462117,314.0000,10
184107280,Carmen Pérez Álvarez,278.82,6.03,pass184107280,315.0000,6
808958491,Lucia Martin García,254.77,7.38,pass808958491,316.0000,4
083832050,Carmen Moreno López,55.77,6.71,pass083832050,317.0000,7
634077907,Juan Martínez López,394.41,8.69,pass634077907,318.0000,3
038634333,Juan Sánchez Moreno,141.75,6.83,pass038634333,319.0000,4
452242555,David Moreno López,302.27,7.81,pass452242555,320.0000,10
685505711,Francisco Rodríguez Jiménez,206.93,9.70,pass685505711,321.0000,7
076904799,Francisco Jiménez Pérez,118.75,9.59,pass076904799,322.0000,2
248186448,Elena Muñoz Díaz,291.90,6.45,pass248186448,323.0000,9
528035369,Lucia Jiménez Sánchez,229.79,7.94,pass528035369,324.0000,6
584777585,Laura Martínez Martínez,150.10,7.94,pass584777585,325.0000,8
068665032,Elena Gómez Rodríguez,264.36,7.00,pass068665032,326.0000,5
937974032,Carlos García Gómez,200.61,6.11,pass937974032,327.0000,1
787561171,Laura Muñoz Muñoz,133.04,9.37,pass787561171,328.0000,1
628009369,Antonio Díaz Hernández,375.52,8.16,pass628009369,329.0000,10
701074388,Miguel Rodríguez Fernández,375.38,9.85,pass701074388,330.0000,6
927394196,David Álvarez Moreno,208.39,9.29,pass927394196,331.0000,1
400259014,Juan Gómez Ruiz,309.08,8.48,pass400259014,332.0000,2
435850363,María González Álvarez,161.04,9.52,pass435850363,333.0000,6
150824054,Lucia García Moreno,224.47,9.28,pass150824054,334.0000,6
978703355,Sofia Martínez Ruiz,142.77,6.23,pass978703355,335.0000,1
817755783,Elena Pérez Muñoz,393.22,7.39,pass817755783,336.0000,1
496590250,Carmen García Pérez,190.99,8.70,pass496590250,337.0000,5
627712345,Ana Jiménez Fernández,69.92,6.26,pass627712345,338.0000,3
236508773,Daniel López Sánchez,349.42,9.60,pass236508773,339.0000,9
110302818,Sofia Muñoz Álvarez,22.20,7.78,pass110302818,340.0000,3
827936218,Laura Hernández Martínez,80.15,7.80,pass827936218,341.0000,10
584321229,Francisco Díaz Martin,121.10,8.05,pass584321229,342.0000,3
488822982,Pedro Muñoz García,112.12,8.27,pass488822982,343.0000,3
509897495,Ana Rodríguez González,355.59,6.93,pass509897495,344.0000,10
890902763,Antonio Martínez García,108.01,8.22,pass890902763,345.0000,9
690421877,David Martínez Sánchez,77.70,6.22,pass690421877,346.0000,5
680754968,David Díaz García,397.06,6.66,pass680754968,347.0000,2
085175606,Carmen Martin Jiménez,348.21,7.57,pass085175606,348.0000,2
959815239,Isabel Martin González,207.57,6.56,pass959815239,349.0000,10
618678020,José Fernández López,194.33,8.46,pass618678020,350.0000,6
576772063,Daniel Álvarez Rodríguez,70.13,6.92,pass576772063,351.0000,9
443212291,Laura García Pérez,153.99,8.11,pass443212291,352.0000,1
623727075,Daniel Jiménez Martin,55.02,8.52,pass623727075,353.0000,4
333626812,Carmen Álvarez Ruiz,387.18,7.58,pass333626812,354.0000,6
414086646,Monica Martin Fernández,162.15,6.63,pass414086646,355.0000,10
183866675,Lucia Fernández López,338.46,9.04,pass183866675,356.0000,5
320123396,Lucia Sánchez Fernández,171.94,8.28,pass320123396,357.0000,7
640585162,David Jiménez Pérez,162.36,7.44,pass640585162,358.0000,5
693156529,Ana García González,216.20,9.04,pass693156529,359.0000,5
590677982,Lucia López Martin,241.53,6.79,pass590677982,360.0000,1
103206967,Sofia Ruiz Moreno,100.17,7.58,pass103206967,361.0000,4
265600258,Francisco Sánchez Jiménez,226.45,9.39,pass265600258,362.0000,2
548328816,María Jiménez Hernández,143.79,9.25,pass548328816,363.0000,9
523185780,Carmen Díaz Pérez,184.61,8.40,pass523185780,364.0000,6
118907393,Miguel Muñoz Álvarez,380.95,7.12,pass118907393,365.0000,3
512413799,Pedro Hernández Moreno,339.27,7.77,pass512413799,366.0000,10
563116981,Laura Muñoz López,142.21,6.74,pass563116981,367.0000,9
399256961,Sofia González Jiménez,257.31,8.68,pass399256961,368.0000,4
681314257,Monica López Rodríguez,364.58,8.09,pass681314257,369.0000,9
967299526,Patricia Díaz González,85.82,8.01,pass967299526,370.0000,2
229971428,Juan Martin López,264.11,7.70,pass229971428,371.0000,9
269120294,Ana Hernández Ruiz,387.36,6.28,pass269120294,372.0000,8
910630252,Juan Hernández Hernández,34.78,7.05,pass910630252,373.0000,10
419476502,Monica Martínez Hernández,260.27,6.08,pass419476502,374.0000,10
008297345,Laura Hernández Jiménez,282.19,6.63,pass008297345,375.0000,1
531885801,Elena Hernández Pérez,114.75,8.07,pass531885801,376.0000,4
